applicant_id,year,month,total_inflow,total_outflow,txn_count,unique_counterparties,inflow_volatility
177,2024,12,890952.99,782931.36,124,35,0.2087
178,2024,1,1136068.76,815804.88,326,34,0.3771
178,2024,2,939847.37,620175.98,268,27,0.3477
178,2024,3,887840.69,697346.24,212,28,0.4778
178,2024,4,967760.41,857559.24,169,45,0.3187
178,2024,5,942330.43,783945.88,177,19,0.3034
178,2024,6,1009150.66,903183.14,96,25,0.145
178,2024,7,822830.97,782112.38,118,12,0.003
178,2024,8,431827.13,369208.41,109,16,0.1728
178,2024,9,762411.79,676781.16,185,39,0.2573
178,2024,10,1078518.84,798709.79,230,40,0.1946
178,2024,11,459523.48,430608.28,128,33,0.3297
178,2024,12,502492.53,378691.29,63,26,0.4471
179,2024,1,934323.37,869005.13,107,31,0.0149
179,2024,2,950745.57,645424.03,78,28,0.2699
179,2024,3,835874.09,587945.83,164,18,0.1312
179,2024,4,993470.25,935636.62,112,28,0.0305
179,2024,5,892432.94,801009.95,125,46,0.3618
179,2024,6,936084.57,642203.76,151,10,0.1241
179,2024,7,954588.13,640497.36,130,19,0.1286
179,2024,8,938176.04,863583.04,97,28,0.1589
179,2024,9,1020479.84,896313.83,204,20,0.2153
179,2024,10,1421614.87,894239.02,71,27,0.3604
179,2024,11,1343676.71,846604.39,109,35,0.0527
179,2024,12,1583146.8,1266981.91,66,28,0.0225
180,2024,1,389561.54,288628.2,22,16,0.0453
180,2024,2,414343.96,372541.57,70,41,0.0809
180,2024,3,363323.0,300584.86,79,16,0.2119
180,2024,4,335682.13,250425.06,88,51,0.1111
180,2024,5,411013.99,310674.66,119,6,0.1928
180,2024,6,414145.51,293956.46,43,39,0.4287
180,2024,7,410600.08,294871.09,145,40,0.0709
180,2024,8,428589.22,406560.37,222,42,0.1333
180,2024,9,391273.85,326503.18,182,34,0.2336
180,2024,10,328389.97,208438.79,58,44,0.0341
180,2024,11,372024.94,283752.71,90,26,0.2397
180,2024,12,411625.29,266095.51,133,25,0.146
181,2024,1,930558.13,650998.95,121,33,0.1551
181,2024,2,848271.64,547338.59,166,28,0.0966
181,2024,3,1016346.05,881666.28,146,34,0.0489
181,2024,4,908817.84,672573.33,102,19,0.159
181,2024,5,974879.83,823049.04,139,22,0.054
181,2024,6,940896.33,669239.34,121,52,0.1702
181,2024,7,1036356.01,726243.43,199,31,0.0564
181,2024,8,833374.97,566689.47,91,52,0.0185
181,2024,9,832593.2,787455.55,91,48,0.0119
181,2024,10,989153.35,890876.63,152,23,0.0228
181,2024,11,1068186.12,816031.42,104,9,0.0452
181,2024,12,939529.61,597054.14,176,19,0.0951
182,2024,1,670630.08,606603.24,173,16,0.1394
182,2024,2,813093.82,724942.27,138,40,0.1466
182,2024,3,749249.62,614896.37,47,45,0.2775
182,2024,4,662970.95,427950.8,51,42,0.0141
182,2024,5,779916.48,577410.87,107,18,0.2626
182,2024,6,797493.08,575854.88,149,30,0.097
182,2024,7,820903.0,551316.9,131,38,0.2812
182,2024,8,685256.75,628232.92,144,6,0.094
182,2024,9,679462.87,579683.49,30,22,0.077
182,2024,10,1177638.91,1089699.87,174,13,0.0643
182,2024,11,1370267.63,910207.4,81,10,0.2388
182,2024,12,1325451.99,909411.61,177,30,0.3073
183,2024,1,738826.94,581781.61,65,33,0.0983
183,2024,2,1088895.32,706662.43,74,7,0.2652
183,2024,3,1284361.43,1168208.9,200,7,0.0498
183,2024,4,752443.82,570112.12,117,27,0.0336
183,2024,5,1416581.49,1026799.37,256,26,0.6669
183,2024,6,707094.4,642505.14,134,52,0.0258
183,2024,7,1136308.44,1063500.55,83,22,0.4422
183,2024,8,582865.86,518599.65,136,24,0.0865
183,2024,9,1141937.24,797897.64,227,51,0.3341
183,2024,10,965545.89,828192.41,218,10,0.1949
183,2024,11,1145004.09,1102255.33,68,17,0.2484
183,2024,12,825817.16,768873.66,160,33,0.4058
184,2024,1,478515.79,354513.12,162,22,0.0006
184,2024,2,425360.26,320933.07,64,39,0.0059
184,2024,3,348247.69,304081.6,152,42,0.1762
184,2024,4,358944.39,343075.03,41,16,0.4296
184,2024,5,413112.92,264808.29,104,46,0.0784
184,2024,6,429168.57,299378.13,37,18,0.1653
184,2024,7,339971.37,216293.16,54,14,0.1632
184,2024,8,358588.39,229437.52,81,13,0.1249
184,2024,9,441033.37,318774.38,204,7,0.3204
184,2024,10,394066.13,252484.19,158,24,0.0881
184,2024,11,380996.91,297548.74,138,7,0.2704
184,2024,12,341622.41,279546.92,78,6,0.0545
185,2024,1,821621.11,541670.02,184,13,0.0512
185,2024,2,696095.63,511750.26,116,7,0.1205
185,2024,3,799995.46,653618.64,152,26,0.1556
185,2024,4,855712.22,747134.36,155,13,0.0865
185,2024,5,821717.6,796075.13,139,30,0.3715
185,2024,6,764116.36,480179.26,120,30,0.226
185,2024,7,640695.18,429527.63,68,16,0.0019
185,2024,8,669478.63,634084.15,82,4,0.015
185,2024,9,733657.55,645066.71,116,26,0.0964
185,2024,10,833091.26,749803.63,176,19,0.1215
185,2024,11,751688.68,539084.52,132,8,0.1961
185,2024,12,711767.47,439654.51,175,19,0.199
186,2024,1,512427.85,301598.71,33,7,0.3802
186,2024,2,496206.56,307490.9,103,36,0.274
186,2024,3,548073.0,321879.52,168,42,0.0746
186,2024,4,594948.33,487109.98,90,31,0.1079
186,2024,5,600789.46,408568.31,205,29,0.2247
186,2024,6,543979.58,375519.13,121,17,0.1827
186,2024,7,518880.36,367516.14,98,41,0.2066
186,2024,8,466558.32,333797.91,68,54,0.0199
186,2024,9,606910.56,531477.01,151,48,0.0089
186,2024,10,494883.08,325497.46,114,27,0.0301
186,2024,11,573711.86,421641.39,117,58,0.0402
186,2024,12,505500.92,354176.49,26,21,0.32
187,2024,1,885658.99,733538.9,98,49,0.1256
187,2024,2,857645.44,771086.01,137,50,0.1415
187,2024,3,620481.66,382164.76,104,49,0.0429
187,2024,4,596856.59,509171.29,96,31,0.2536
187,2024,5,570440.92,422825.73,65,23,0.0072
187,2024,6,652283.32,517526.63,146,27,0.1289
187,2024,7,621113.4,549166.38,123,37,0.3287
187,2024,8,619366.98,403573.3,91,24,0.0318
187,2024,9,688126.04,516455.22,110,31,0.1044
187,2024,10,649422.71,556736.07,61,22,0.0015
187,2024,11,683902.62,588659.54,150,10,0.1261
187,2024,12,564994.95,444916.23,47,39,0.3469
188,2024,1,1188520.07,775648.48,128,32,0.2293
188,2024,2,1276697.73,962303.55,154,51,0.2626
188,2024,3,1218067.81,935175.76,75,17,0.0108
188,2024,4,953742.17,688667.84,80,41,0.1817
188,2024,5,940815.54,712228.69,130,8,0.1759
188,2024,6,1082635.18,947572.59,116,37,0.01
188,2024,7,946057.48,897795.99,139,22,0.1696
188,2024,8,1011826.72,677675.21,73,47,0.2206
188,2024,9,1231398.07,1141564.15,188,30,0.2809
188,2024,10,1116899.3,836023.62,148,7,0.0427
188,2024,11,1217753.28,782453.47,38,30,0.4295
188,2024,12,1202504.09,1001731.31,208,53,0.318
189,2024,1,1132978.75,869068.15,108,46,0.1781
189,2024,2,977250.91,886766.02,106,35,0.3565
189,2024,3,1226178.47,954721.48,99,17,0.1247
189,2024,4,1133635.84,878615.23,23,6,0.3523
189,2024,5,1128654.6,815320.28,47,6,0.0734
189,2024,6,952845.95,811991.93,62,39,0.1175
189,2024,7,1044135.17,779267.66,163,9,0.0814
189,2024,8,1245327.02,907722.08,178,20,0.2542
189,2024,9,1180202.01,872873.61,177,16,0.2744
189,2024,10,1209239.94,852917.79,204,10,0.1633
189,2024,11,1276612.91,992156.25,207,31,0.1105
189,2024,12,1094790.17,996785.87,78,42,0.0531
190,2024,1,524103.48,369553.73,81,38,0.0348
190,2024,2,454437.72,287697.24,111,42,0.1166
190,2024,3,468326.86,376483.17,109,8,0.2356
190,2024,4,503163.89,350910.54,185,20,0.2988
190,2024,5,489870.2,392688.71,98,17,0.216
190,2024,6,599785.76,486161.14,88,10,0.0259
190,2024,7,480767.62,387955.85,64,10,0.1316
190,2024,8,595309.26,435352.5,225,56,0.0316
190,2024,9,494666.94,451443.04,117,10,0.0456
190,2024,10,533576.72,435099.04,139,56,0.0076
190,2024,11,591931.89,492529.72,209,27,0.2076
190,2024,12,488169.46,319256.31,123,18,0.1388
191,2024,1,1113336.55,766958.27,88,24,0.0964
191,2024,2,1043091.19,987265.94,128,44,0.2315
191,2024,3,1130760.27,953561.9,191,36,0.2194
191,2024,4,1228001.17,1164386.35,166,24,0.2199
191,2024,5,962861.4,811893.12,92,12,0.0915
191,2024,6,1262827.63,1083877.1,76,9,0.2292
191,2024,7,1078032.13,834032.34,152,33,0.2962
191,2024,8,1244018.19,1005307.1,71,40,0.2559
191,2024,9,1093815.55,959969.88,181,19,0.0078
191,2024,10,1202698.88,1106187.69,123,11,0.2722
191,2024,11,1014990.3,967344.6,180,19,0.2014
191,2024,12,1152685.78,1075689.87,142,18,0.2681
192,2024,1,1165983.06,982143.41,127,35,0.4038
192,2024,2,1160121.92,909593.04,135,5,0.4854
192,2024,3,423906.04,340361.78,100,32,0.4121
192,2024,4,1003244.57,811925.13,164,30,0.1292
192,2024,5,875558.08,632696.26,41,40,0.3018
192,2024,6,704542.44,467544.72,35,28,0.5023
192,2024,7,960489.38,670990.45,205,16,0.0625
192,2024,8,531457.22,489098.35,121,49,0.1798
192,2024,9,862086.57,568131.6,202,17,0.4745
192,2024,10,388056.3,250265.83,66,15,0.0308
192,2024,11,1030131.7,824174.38,329,20,0.3721
192,2024,12,690845.32,482155.89,130,15,0.4502
193,2024,1,443445.51,302863.0,27,13,0.1296
193,2024,2,482345.1,350790.62,105,48,0.1204
193,2024,3,376437.95,341312.93,44,51,0.0645
193,2024,4,391798.17,247138.34,46,47,0.2233
193,2024,5,360023.73,252698.86,23,27,0.1478
193,2024,6,443893.61,394851.92,200,22,0.0495
193,2024,7,432592.41,320630.49,200,51,0.1511
193,2024,8,428072.95,378275.29,115,12,0.0486
193,2024,9,396530.49,282308.15,131,9,0.1072
193,2024,10,396328.99,328656.21,169,40,0.387
193,2024,11,423838.36,394947.31,65,12,0.2605
193,2024,12,352927.71,209379.58,66,28,0.1008
194,2024,1,1134295.56,889746.37,73,38,0.1928
194,2024,2,1214791.63,942620.61,36,19,0.2552
194,2024,3,1007939.11,925522.2,136,26,0.0318
194,2024,4,968697.11,611972.86,186,32,0.0996
194,2024,5,869537.73,674603.07,102,40,0.3348
194,2024,6,900670.8,679399.91,189,35,0.2461
194,2024,7,908751.21,883452.6,112,12,0.0769
194,2024,8,1069135.69,877648.02,23,34,0.0965
194,2024,9,991120.3,902686.36,50,12,0.0751
194,2024,10,946613.38,826026.02,25,23,0.1137
194,2024,11,913989.47,716776.83,152,37,0.0483
194,2024,12,898821.81,631710.28,89,40,0.2555
195,2024,1,933574.19,858021.97,114,22,0.1922
195,2024,2,913550.13,576062.58,83,7,0.0002
195,2024,3,997130.76,858908.5,81,39,0.3005
195,2024,4,899116.93,699074.06,146,11,0.1635
195,2024,5,1042665.88,802189.56,66,42,0.0109
195,2024,6,964543.26,611991.48,126,10,0.1125
195,2024,7,1009232.83,629638.79,117,13,0.2375
195,2024,8,816575.46,616097.92,71,4,0.274
195,2024,9,872520.63,670667.11,189,39,0.0626
195,2024,10,835887.85,741842.39,93,28,0.0023
195,2024,11,863660.57,532005.51,53,37,0.1546
195,2024,12,794852.88,464826.7,52,11,0.0578
196,2024,1,1309797.63,1059197.63,80,25,0.2503
196,2024,2,1311325.05,965503.51,128,24,0.0632
196,2024,3,1005899.23,806764.6,40,13,0.0657
196,2024,4,1028587.7,680898.56,163,16,0.0626
196,2024,5,1226681.92,962263.12,205,11,0.0314
196,2024,6,986592.65,711436.65,149,14,0.2417
196,2024,7,1274352.71,736801.3,103,7,0.1709
196,2024,8,1170286.67,906783.47,162,28,0.1623
196,2024,9,1171860.28,833306.36,35,10,0.0159
196,2024,10,1250160.03,1103222.3,52,12,0.2704
196,2024,11,1060683.37,821592.4,109,24,0.106
196,2024,12,1130130.7,760292.46,187,49,0.2668
197,2024,1,964376.58,641380.71,114,48,0.1483
197,2024,2,1037412.65,789767.25,32,19,0.0985
197,2024,3,1218991.02,1111501.77,167,47,0.1693
197,2024,4,1200706.46,1063280.39,148,36,0.0955
197,2024,5,1198230.1,895201.2,170,21,0.1112
197,2024,6,985135.88,852951.31,35,49,0.1596
197,2024,7,1166994.3,864796.16,84,9,0.2181
197,2024,8,1103523.71,844679.83,74,6,0.2776
197,2024,9,954209.85,845295.81,140,44,0.0213
197,2024,10,1108181.5,711657.68,38,38,0.3652
197,2024,11,1260216.21,873704.21,213,11,0.3008
197,2024,12,1219867.35,904669.19,65,51,0.0704
198,2024,1,878327.89,735197.92,149,6,0.3018
198,2024,2,537211.87,486025.08,57,14,0.3949
198,2024,3,1180694.9,762276.32,40,13,0.1609
198,2024,4,394108.53,310762.22,63,42,0.3443
198,2024,5,937190.85,547017.72,161,21,0.2256
198,2024,6,618979.17,452115.67,66,7,0.3492
198,2024,7,1169406.72,873969.1,308,23,0.0909
198,2024,8,574753.89,378573.6,18,32,0.1783
198,2024,9,430154.22,424017.93,65,28,0.1596
198,2024,10,1007059.2,681124.33,184,16,0.4671
198,2024,11,513765.52,463802.51,87,11,0.0558
198,2024,12,1001515.78,936581.09,104,7,0.3926
199,2024,1,634688.69,609015.62,75,30,0.1154
199,2024,2,709432.15,504142.1,97,34,0.2082
199,2024,3,765886.07,546162.26,120,40,0.0795
199,2024,4,759137.09,706048.63,85,37,0.0403
199,2024,5,611629.16,525143.99,52,18,0.0889
199,2024,6,743833.44,532670.53,64,28,0.0706
199,2024,7,661855.23,594805.11,106,43,0.1826
199,2024,8,688765.69,498686.98,177,43,0.3343
199,2024,9,701263.69,643310.93,93,21,0.0388
199,2024,10,769709.09,519475.95,48,46,0.3392
199,2024,11,654334.3,603016.06,82,25,0.2951
199,2024,12,668945.99,447105.88,41,9,0.1008
200,2024,1,1070284.07,979419.47,69,16,0.0929
200,2024,2,890738.76,656620.22,119,17,0.0268
200,2024,3,945826.12,745770.33,154,29,0.2521
200,2024,4,823668.05,775554.44,45,20,0.2091
200,2024,5,940293.31,554476.65,205,18,0.1586
200,2024,6,967381.6,872077.79,176,8,0.1182
200,2024,7,741690.36,467250.33,47,14,0.128
200,2024,8,854066.6,531240.69,61,7,0.1078
200,2024,9,853485.87,686083.53,174,33,0.0564
200,2024,10,896450.77,870518.39,176,42,0.0785
200,2024,11,773030.91,685493.55,61,14,0.0609
200,2024,12,841803.59,698981.9,93,43,0.2221
